id	tipo	pt	yrl	flags
art61.par1	paragrafo	São de iniciativa privativa do Presidente da República as leis que:	Inisiativaita airetéwa uúriwa Prezidẽti da Republika sui ley-itá ita ke:	
art61.par1.inc1	inciso	fixem ou modifiquem os efetivos das Forças Armadas;	uyaiwa u yumutirikawá efetivus Fursas Armadas rupí;	
art61.par1.inc2	inciso	disponham sobre:	xarisaita seésé:	
art61.par1.inc2.a	alinea	criação de cargos, funções ou empregos públicos na administração direta e autárquica ou aumento de sua remuneração;	mukiraisa muraákírã, purakisa u muraákí publiku na adiministrasãu satãbika asui mũdusawáiku u yusúpisa ixupé renumerasãu;	
art61.par1.inc2.b	alinea	organização administrativa e judiciária, matéria tributária e orçamentária, serviços públicos e pessoal da administração dos Territórios;	uyugarnizaisa iyadiministrativa asui judisiaria, tributaria kitíwa asui ursamẽtaria, publiku muraákísa asui miíra administrasãu territuriu pura;	
art61.par1.inc2.c	alinea	servidores públicos da União e Territórios, seu regime jurídico, provimento de cargos, estabilidade e aposentadoria;	purákisá-ita publiku Uniãu yaára asui Territuriuita, rejimẽtu juridiku irũ, yupurakaiwa muraákí irũu, kupukuwauikusá asui yuwapusẽtari;	
art61.par1.inc2.d	alinea	organização do Ministério Público e da Defensoria Pública da União, bem como normas gerais para a organização do Ministério Público e da Defensoria Pública dos Estados, do Distrito Federal e dos Territórios;	uyugarnizaisa Ministeriu Publiku asui udefẽderisa Publika Uniãu yaára, purã mayê musipisawá payẽ Ministériu Publiku uyugarnizaisa supé asui Suãtisá Publika Istadu-itá supé, Distritu Federau asui Territuriuita supé;	
art61.par1.inc2.e	alinea	criação e extinção de Ministérios e órgãos da administração pública, observado o disposto no art. 84, VI;	mukiraisa asui upawása Ministeriu asui urgãu adiministraçãu publika, rikute umã aikuéwa kuá art. 84, VI;	
art61.par1.inc2.f	alinea	militares das Forças Armadas, seu regime jurídico, provimento de cargos, promoções, estabilidade, remuneração, reforma e transferência para a reserva.	suraáraita Fursa Armada yaára, rejimẽtu juridiku irũ, yupurakaiwa muraákí irũu, prumusũes, kupukuwauikusá, renumerasãu, yũpisasusa asui yutirikasa sikuyaára kití.	
art61.par2	paragrafo	A iniciativa popular pode ser exercida pela apresentação à Câmara dos Deputados de projeto de lei subscrito por, no mínimo, um por cento do eleitorado nacional, distribuído pelo menos por cinco Estados, com não menos de três décimos por cento dos eleitores de cada um deles.	iniciativa kuáwásaita upuderi yumuyã kuá yumukamẽsa Irupí kuá kamaára Deputadu-itá prujetu de ley yũpinimasa miri rupí, kuáira mirisa rupí, yepé sẽtu eleyturadu nasiunau rupí, yupatirisa pelu menu pu Istadu-itá rupí, ti upude kuáira isui kuá musapiri mukũi puúsa sẽtu eleytuitasúi de kada yepé tasúiwa.	
art63.caput	caput	Não será admitido aumento da despesa prevista:	Urikútê ti uxari yumuturusú despesa senuderei:	
art63.caput.inc1	inciso	nos projetos de iniciativa exclusiva do Presidente da República, ressalvado o disposto no art. 166, §§ 3º e 4º;	prujetupé yupirúwa-itá uúriwa Prezidẽti da Republika sui, ũbeuwa seswára kuá art. 166, § 3º asui § 4º upé;	
art63.caput.inc2	inciso	nos projetos sobre organização dos serviços administrativos da Câmara dos Deputados, do Senado Federal, dos Tribunais Federais e do Ministério Público.	prujetu taupé seésé kuá urganizasãu muraákísa adiministrativus Kâmaára Deputadu-itá yaára, Senadu Federau yaára yui, Tribunais Federau yaára asui Ministeriu Publiku yaára teyuiri.	
art64.caput	caput	A discussão e votação dos projetos de lei de iniciativa do Presidente da República, do Supremo Tribunal Federal e dos Tribunais Superiores terão início na Câmara dos Deputados.	Yupũgitasa asui vutaisa seésé kuá prujetu de ley yupirusaita Prezidẽti da Republika sui, Turusú piri waá tribunau Federau sui asui kuá Tribunais Supériures tasúi urikútê yupiru Kâmaára Deputadu-itá sui.	
art64.par1	paragrafo	O Presidente da República poderá solicitar urgência para apreciação de projetos de sua iniciativa.	Prezidẽti da Republika upuderi upurãdu kutaáraxĩga umaárama seésé kuá prujetu yupirũgasa.	
art64.par2	paragrafo	Se, no caso do § 1º, a Câmara dos Deputados e o Senado Federal não se manifestarem sobre a proposição, cada qual sucessivamente, em até quarenta e cinco dias, sobrestar-se-ão todas as demais deliberações legislativas da respectiva Casa, com exceção das que tenham prazo constitucional determinado, até que se ultime a votação.	Sã, nu kazu § 1º, Kâmaára Deputadu-itá asui Senadu Federau ti ramẽ tayumanisfestari seéséwa kuá yupugitasa, kada kuáu isũdekití usú, ate usika irũdipu pu aáraita, payẽ tareséwaitá kuá-itá deliberasãu lejislativaita suka puraita irũu, mãsaita seésé kuá-itá urikúwaitá prazu mũdusáwa turusúwa rupí tayẽsawá seésé, ate mairamẽ tabawá vutasãu.	
art64.par3	paragrafo	A apreciação das emendas do Senado Federal pela Câmara dos Deputados far-se-á no prazo de dez dias, observado quanto ao mais o disposto no parágrafo anterior.	yumãsa seésé kuá yumuapisa Senadu Federau yaára Kâmaára Deputadu-itá rupí yumuyãsá nu prazu mukũi pu aáraita rupí, rikute yumãsa seésé kuá aikuwa parágrafo sũdesuiwaára.	
art64.par4	paragrafo	Os prazos do § 2º não correm nos períodos de recesso do Congresso Nacional, nem se aplicam aos projetos de código.	Kuá prazu iyaára kuá §2º ũba puderi yumuyã mairamẽ ũba yumuyã muraákí Kũgeresu Nasiunau upé, ũba yuiri yũburi tasúpé kuá purujetu kúdigu yaára.	
art65.caput	caput	O projeto de lei aprovado por uma Casa será revisto pela outra, em um só turno de discussão e votação, e enviado à sanção ou promulgação, se a Casa revisora o aprovar, ou arquivado, se o rejeitar.	Kuá purujetu leyyaára yuapuruvari yepé Uka rupí usú yumiãkuta amũ rupí, yepésawá upé purĩgitasáwa asui yuvuturisá, asui yumũdu usú yumusúpi aárama asui yupaárawásá kití u yumusãi aárama, sa aiteyã Uka umaãwana asui apruvari, u umukaáturu, tiramẽ uputariwa yawé.	
art65.pu	paragrafo	Sendo o projeto emendado, voltará à Casa iniciadora.	As aiteyã purujetu yumuapi, urikútê uyuiri Uka umuyupirusawá.	
art66.caput	caput	A Casa na qual tenha sido concluída a votação enviará o projeto de lei ao Presidente da República, que, aquiescendo, o sancionará.	Uka mamẽ yũbawa kuá vutarisá urikútê umũdu kuá purujetu Umũdusaára Tetãmawású, aé uputari ramẽ, usãsiunari aé.	
art66.par1	paragrafo	Se o Presidente da República considerar o projeto, no todo ou em parte, inconstitucional ou contrário ao interesse público, vetá-lo-á total ou parcialmente, no prazo de quinze dias úteis, contados da data do recebimento, e comunicará, dentro de quarenta e oito horas, ao Presidente do Senado Federal os motivos do veto.	Sa kuá Umũdusaára Tetãmawású umaã prujetu resé, iturusawá u yepé isuiwaára upé, ũba u aãmurupí isui kuá mayê míraita taputariwa yawé, uvetari u isuiwarãtu, 15 ára kupusawá upé, yupapari ára mãsui yumurusika waá, asui ũbeu sesewára, 48 horas upé, ixupé kuá Umũdusaára Senadu Federau supé maã reséwaára uvetari.	digitos_divergem
art66.par2	paragrafo	O veto parcial somente abrangerá texto integral de artigo, de parágrafo, de inciso ou de alínea.	Kuá vetu iyaára rupĩtuwaá usú sesé kuá yũpinimasá artigo resé, paáragrafu, ĩsizu u alínea supé.	
art66.par3	paragrafo	Decorrido o prazo de quinze dias, o silêncio do Presidente da República importará sanção.	Usasá ramẽwana 15 ára-ita, Ũmudusawá Tetãmawású ukirirĩtu yusãsiunari yawẽtuté.	
art66.par4	paragrafo	O veto será apreciado em sessão conjunta, dentro de trinta dias a contar de seu recebimento, só podendo ser rejeitado pelo voto da maioria absoluta dos Deputados e Senadores.	Vetarisá usú yumuyã yepé yumuatirisá upé, 30 ára-ita upé kupukusáwá, yupapari isuiwaára kuá ára usikawáá, ayũte upuderi yuxari mikití as siiya Deputadu-itá a sui Senadu siiya ũba tavutari taputari aé.	
art66.par5	paragrafo	Se o veto não for mantido, será o projeto enviado, para promulgação, ao Presidente da República.	Sá ũba akue vetu, kuá purujetu yumũdu Ũmudsawá Tetãmawású prumugari aárama aé.	
art66.par6	paragrafo	Esgotado sem deliberação o prazo estabelecido no § 4º, o veto será colocado na ordem do dia da sessão imediata, sobrestadas as demais proposições, até sua votação final.	Upawá ramẽwana mamẽaárama yudeliberari kuá §4º, usú yũburi kuá vetu usaru aárama sesãu ára kutaára, yumiakũta pawána, usika ipasawá yuvutarisa kití.	
art66.par7	paragrafo	Se a lei não for promulgada dentro de quarenta e oito horas pelo Presidente da República, nos casos dos §§ 3º e 5º, o Presidente do Senado a promulgará, e, se este não o fizer em igual prazo, caberá ao Vice-Presidente do Senado fazê-lo.	As aitekuá ley ũba usú yupumugari 48 úra kupukusá upé Ũmudsawá Tetãmawású rupí, ipupé kuá §3º asui §5º, ku Mũdusaára Senadu prumugari, asui, ũba ramẽ yumuyã, kuá mukuĩsawá Mũdusaára Senadu puderi umuyã.	
art67.caput	caput	A matéria constante de projeto de lei rejeitado somente poderá constituir objeto de novo projeto, na mesma sessão legislativa, mediante proposta da maioria absoluta dos membros de qualquer das Casas do Congresso Nacional.	sesewára kuá prijetu yuxari waá mikití ayũte upuderi yumuyã irupí amũ prujetu, aiteyã sesãu legislativa ramẽte, sayawé taputari kuá uikúá waitá mayêwa Uka Kũgresu Nasionau upé.	
art68.par1	paragrafo	Não serão objeto de delegação os atos de competência exclusiva do Congresso Nacional, os de competência privativa da Câmara dos Deputados ou do Senado Federal, a matéria reservada à lei complementar, nem a legislação sobre:	Ũba kuri kuá yumũdusaára Kãmaára Nasiunau yaára, maã kuá yumũduwaá Kãmaára Deputadu u Senadu Federau, kuá yumukaáturu waá kuá ley, ũba yuiri umiakũta mayê yumuyã sesewára kuá:	
art68.par1.inc1	inciso	organização do Poder Judiciário e do Ministério Público, a carreira e a garantia de seus membros;	yumiakũtasá kuá Mũdusaára Judusiariu asui Mũdusaára Públiku, mayêaárama yumuyã muraákí asui yupitásúkasá tareséwaára ápewaára-ita;	
art68.par1.inc2	inciso	nacionalidade, cidadania, direitos individuais, políticos e eleitorais;	nasiunalidai, mítasaitá, tareséwariatá, pulitiku asui eleyturau;	
art68.par1.inc3	inciso	planos plurianuais, diretrizes orçamentárias e orçamentos.	mayêaárama yumuyã muraákí mukũi akayu upé, mayêaárama yugastari dĩyeiru-itá.	
art68.par2	paragrafo	A delegação ao Presidente da República terá a forma de resolução do Congresso Nacional, que especificará seu conteúdo e os termos de seu exercício.	Kuá uwatá aárama waitá Ũmudsawá Tetãmawású urikútê urikú sesewára Kũgresu Nasiunau rupí, mamẽ yubewa purãga sesewára asui mayêaárama yumuyã muraákí-ita.	
art68.par3	paragrafo	Se a resolução determinar a apreciação do projeto pelo Congresso Nacional, este a fará em votação única, vedada qualquer emenda.	Sa aitekuá rezulusãu putari kuá Kũgresu Nacionau umaã aiteyã prujetu, puderi yumuyã yepé vutasãu, ũba puderi yumuyã yumuapirisawá.	
art69.caput	caput	As leis complementares serão aprovadas por maioria absoluta.	Kuá ley-ita yumuapiri aárama waitá yuapruvari ssiywa waitá rupí.	
art70.caput	caput	A fiscalização contábil, financeira, orçamentária, operacional e patrimonial da União e das entidades da administração direta e indireta, quanto à legalidade, legitimidade, economicidade, aplicação das subvenções e renúncia de receitas, será exercida pelo Congresso Nacional, mediante controle externo, e pelo sistema de controle interno de cada Poder.	Kuá yumiakũtasá kũtabiu, finãseira, usamẽtaria, mayê yumuyãsáwá asui yupatrimuniũsá Uniyãu yaára asui kuá upurakisaára-ita aápewaára u aápekaátusúiwaára, mairamẽ yumuspisawá, supiriwaá, upiripana aárama, asui yũburi aárama sesewára asu tiramaẽ putari piripana, awá usú umuyã Kũgresu Nasiunau, irupí yã miakũtasa ukaára suiwaára, asui irupí kuá miakũtasa uikúwa ikura upé kuá muiri mũdusaára-ita.	
art70.pu	paragrafo	Prestará contas qualquer pessoa física ou jurídica, pública ou privada, que utilize, arrecade, guarde, gerencie ou administre dinheiros, bens e valores públicos ou pelos quais a União responda, ou que, em nome desta, assuma obrigações de natureza pecuniária.	Usú kuri uprestari kũta míra fizika asui juríduku, publiku u privadu, arekadari waá, mukaáturu waá, ugerẽsiari waá u adimistrari dĩyeiru, urikúwa maũgaára ita u marupí Uniyãu puderi umaã, irupí puderi ururi sikuyaára.	
art71.caput	caput	O controle externo, a cargo do Congresso Nacional, será exercido com o auxílio do Tribunal de Contas da União, ao qual compete:	Umikũtasaukaára suiwaára, iyaára kuá Kũgresu Nasiunau, usú yumuyã yepéwasú irũu kuáTribunau Kũta Uniyãu irũu, mamẽ upuderi waá:	
art71.caput.inc1	inciso	apreciar as contas prestadas anualmente pelo Presidente da República, mediante parecer prévio que deverá ser elaborado em sessenta dias a contar de seu recebimento;	umuyã miakũtasa kũta-ita upé akyu rupíwaá Ũmudsawá Tetãmawású, irupí yã mukamẽsawá yumuya waá 60 aára yureberi suiwaára.	
art71.caput.inc2	inciso	julgar as contas dos administradores e demais responsáveis por dinheiros, bens e valores públicos da administração direta e indireta, incluídas as fundações e sociedades instituídas e mantidas pelo Poder Público federal, e as contas daqueles que derem causa a perda, extravio ou outra irregularidade de que resulte prejuízo ao erário público;	umuyã miakũtasá kũta-ita tayaára kuá mũdusaára asui miakũtasawá kuá dĩyeiru, yãkaátuea wiata asui sipiwasú waitá publiku yaára kuáyẽtu u aápekaátu sui, yumuike yuiri fũdasãu yumuyã waitá asui yumiakũta waitá Mũdusaára Publiku Federau rupí, yasui ta kũta tayaára tãbeu waitá taáperderi, yumũdawá u aikué puxuwerasá puderi wa urúri puxuwerasá ixupé yã muaárakisaára;	
art71.caput.inc3	inciso	apreciar, para fins de registro, a legalidade dos atos de admissão de pessoal, a qualquer título, na administração direta e indireta, incluídas as fundações instituídas e mantidas pelo Poder Público, excetuadas as nomeações para cargo de provimento em comissão, bem como a das concessões de aposentadorias, reformas e pensões, ressalvadas as melhorias posteriores que não alterem o fundamento legal do ato concessório;	umuyã miakũtasá, uregistrari aárama, supisawá yumuikésawá purakisaára-ita, mayêwa muraákí upé, purakisaára retéwa asui aápekaátu sui, yumuike yuiri fũdasãu yumuyã waitá asui yumiakũta waitá Mũdusaára Publiku rupí, ũba uwiké yumuiké upuraki aárama mũtisa upé, maitepiri kuá yuapusẽtari aárama waitá, uyuiri aáram yumuyã asuu i pẽsaĩita, ũba uwiké kuá umutirika aárama waitá kuá upitásúkasá atu kũdesuriu yaára.	
art71.caput.inc4	inciso	realizar, por iniciativa própria, da Câmara dos Deputados, do Senado Federal, de Comissão técnica ou de inquérito, inspeções e auditorias de natureza contábil, financeira, orçamentária, operacional e patrimonial, nas unidades administrativas dos Poderes Legislativo, Executivo e Judiciário, e demais entidades referidas no inciso II;	yumuyã, irupítũté, Kãmaára Deútadu ita, Senadu Federau, Kumisãu Tekinica u Ĩkeritu, maãsawá aui purãdusáwá sesewára kuá kũtabiu, finãseira, úsamẽtaria,yumuyãsáwá asui patrimonial, marupí yupuraki waá kaitá Puderisá Legislativo, Exekutivu asui Juduciario, asui amũ-ita yũbeuwa ĩsizu II upé.	
art71.caput.inc5	inciso	fiscalizar as contas nacionais das empresas supranacionais de cujo capital social a União participe, de forma direta ou indireta, nos termos do tratado constitutivo;	umiakũta kũta nasiunau-ita ẽpreza suiwaára suprasiunais irũu kuá Uniãuupartisipari, kauyẽtu u aápekaátu sui, yumuyãwaá yepéwasú;	
art71.caput.inc6	inciso	fiscalizar a aplicação de quaisquer recursos repassados pela União mediante convênio, acordo, ajuste ou outros instrumentos congêneres, a Estado, ao Distrito Federal ou a Município;	yumuyã miakũtasa mayêwa rekusú Uniyãu umusawá Kũveniu rupíwa, yukũtari waitá, yumukaáturu waitá asui amũ muraákí rupiáára-ita, Istadu sui Distritu Federau u município kití;	
art71.caput.inc7	inciso	prestar as informações solicitadas pelo Congresso Nacional, por qualquer de suas Casas, ou por qualquer das respectivas Comissões, sobre a fiscalização contábil, financeira, orçamentária, operacional e patrimonial e sobre resultados de auditorias e inspeções realizadas;	yumuyã ũbeusawá yupurãduwa Kũgressu Nasiunau sui, mayêwa Uka-ita, u mayêwa yumuatiri sawá sui, sesewára kuá yusikari wa kũtabiu, finãseira, usamẽtaria, upérasiusau asui patrimuniãu asui sesewára kuá auditurial asui sikaisá ita yumuyã waitá.	
art71.caput.inc8	inciso	aplicar aos responsáveis, em caso de ilegalidade de despesa ou irregularidade de contas, as sanções previstas em lei, que estabelecerá, entre outras cominações, multa proporcional ao dano causado ao erário;	yumũdu muraákí yaára supé, as aikué puxuwerasá yumpiripanawá upé u kũta upé, kuá Sesãu aikué waitá kau ley upé, usú ũyeẽ aãmuũ mayêaárama yumuyã múta irupí turusúsawá uyawisawá;	
art71.caput.inc9	inciso	assinar prazo para que o órgão ou entidade adote as providências necessárias ao exato cumprimento da lei, se verificada ilegalidade;	asinari kupukusáwá irupí aárama kuá u ẽtidadi puderi umuyã miakũtasawá irmu kuá ley, sa aikué ramẽ puxuwera sawá;	
art71.caput.inc10	inciso	sustar, se não atendido, a execução do ato impugnado, comunicando a decisão à Câmara dos Deputados e ao Senado Federal;	yumuyã mayê, ũba ramẽ yusúãti, kuá umuyãsára kuá atu yuxariwa mikití, yũbeu mayê yumũdu waá Kamaára Deputadu asui Senadu Federaua kití;	
art71.caput.inc11	inciso	representar ao Poder competente sobre irregularidades ou abusos apurados.	yumukamẽ Umũdusaára retéwa supé puxuwerasa reséwaára u yumuyã waitá puxuwera yumukamẽ waitá.	
art71.par1	paragrafo	No caso de contrato, o ato de sustação será adotado diretamente pelo Congresso Nacional, que solicitará, de imediato, ao Poder Executivo as medidas cabíveis.	Sa kutratu ramẽ, umisupisawá aé úri irupí kuá Kũgresu Nasiunau, usúawáá kuri upurãdu kutar nũgaára, isui kuá Ezekutivu Puderisá yumusi rupiáára.	
art71.par2	paragrafo	Se o Congresso Nacional ou o Poder Executivo, no prazo de noventa dias, não efetivar as medidas previstas no parágrafo anterior, o Tribunal decidirá a respeito.	Sa Kũgresu Nasiunau u Exekutivu puderisá, kupukusá 90 ára upé, ũba umusúpi kuá yũbeuwa uikú ike iwaté, kuá Tribunau usú uamã maĩta upitã.	
art71.par3	paragrafo	As decisões do Tribunal de que resulte imputação de débito ou multa terão eficácia de título executivo.	Kuá Tribunau ũbeusawá ũburisa deverisá u múta urikú kuri yepé sesewára executivo waitá.	
art71.par4	paragrafo	O Tribunal encaminhará ao Congresso Nacional, trimestral e anualmente, relatório de suas atividades.	Kuá Tribunau usú umũdu Kũgresu Nasiunau kití, musapiri yasisá upé asui akayu rupíwaára, uyũbeusawá muraákí reséwaára.	
art72.caput	caput	A Comissão mista permanente a que se refere o art. 166, § 1º, diante de indícios de despesas não autorizadas, ainda que sob a forma de investimentos não programados ou de subsídios não aprovados, poderá solicitar à autoridade governamental responsável que, no prazo de cinco dias, preste os esclarecimentos necessários.	Kuá Kumisãu Yumunani waá ũbeuwaá sesewára kuá art.166, §1º ũbeuramẽ yugastarisá ũbawa yuaturizari, maitẽtu kuá ũbawa yupurugramari u subzidiu ũbawa yuapuruvari, upuderi yupurãdu mũdusaára tasúi, 5 ára upé, usikari ũbeu purãga sesewára mayê yuputari waá.	
art73.caput	caput	O Tribunal de Contas da União, integrado por nove Ministros, tem sede no Distrito Federal, quadro próprio de pessoal e jurisdição em todo o território nacional, exercendo, no que couber, as atribuições previstas no art. 96.	Kuá Tribunau Uniyãu Kũta yaára, maẽ aukuewaá 9 Ministru-itá, taikúsawá Distritu Federau upé, muraákísá iyaára asui umũdu iturusúsawá kuá yane retama, umuyã usú, umeẽramẽ kuá yũbeu waitá kuá artigo 96 upé.	
art73.par1	paragrafo	Os Ministros do Tribunal de Contas da União serão nomeados dentre brasileiros que satisfaçam os seguintes requisitos:	Kuá Ministru Tribunau Uniyãu Kũta, tasú tayumuseruka míra ta sui tarikú waitá kuá-itá:	
art73.par1.inc2	inciso	idoneidade moral e reputação ilibada;	ukuáwá aiyeyã muraákí reséwaára asui sikusawá setãbika;	
art73.par1.inc3	inciso	notórios conhecimentos jurídicos, contábeis, econômicos e financeiros ou de administração pública;	ukuá kaátuaá sesewára kuá juridiku, kũtabei-ita, ekunũmiku asui finãseiru u muraákí siiya míra irũu;	
art73.par1.inc4	inciso	mais de dez anos de exercício de função ou de efetiva atividade profissional que exija os conhecimentos mencionados no inciso anterior.	urikú waá 10 akayu kupukusá upuraki kuá muraákí upé u aápe waára wana waté upuraki uputari ukuása taresé kuá-itá yũbeuwana waitá kuá iwaté.	
art73.par2	paragrafo	Os Ministros do Tribunal de Contas da União serão escolhidos:	Kuá Ministru Trbunau Kũta-ita Uniyãi yaára tasú tayupawáka:	
art73.par2.inc1	inciso	um terço pelo Presidente da República, com aprovação do Senado Federal, sendo dois alternadamente dentre auditores e membros do Ministério Público junto ao Tribunal, indicados em lista tríplice pelo Tribunal, segundo os critérios de antiguidade e merecimento;	yepé pusawẽra isuiwaára kuá Umũdusaára Tetãmawású, yuapruvari waá Senadu Federau rupí, mkũi tasúiwaára auditú tasúiwaára asui uikú waá Ministriu Publiku upé yepéwasú Tribunau irũu, yumũdu waá musapiri yũpinimasa Tribunau rupí, tutu píri waá asui mayê taputari waá;	
art73.par2.inc2	inciso	dois terços pelo Congresso Nacional.	mukũi muasapiri pusãwerasa sui Kũgresu Nasiunau.	
art73.par3	paragrafo	Os Ministros do Tribunal de Contas da União terão as mesmas garantias, prerrogativas, impedimentos, vencimentos e vantagens dos Ministros do Superior Tribunal de Justiça, aplicando-se-lhes, quanto à aposentadoria e pensão, as normas constantes do art. 40.	Kuá ministru-ita iyaára kuá Tiribunau Kũta Uniyãu yaára tarikú aiteya pitasúkasawáté, yumapatukasawá, upawásá aára asui tarikúsawá kuá Ministru iyaára kuá Tribunau Justisa yaára, yumeẽ uiri yasupéaárama, tayuapuzẽtarisáwa asui pẽsãu, asui tareséwaára ukuwaá ixipé kuá Art. 40.	
art73.par4	paragrafo	O auditor, quando em substituição a Ministro, terá as mesmas garantias e impedimentos do titular e, quando no exercício das demais atribuições da judicatura, as de juiz de Tribunal Regional Federal.	Kuá auditú, mairamẽ upitá Misnitru rikuyaára, urikúá muiri aiteyã pitasúkasawáté, yumapatukasawá mayêtê ixupé yã aéretéwaá, mayêtê yã upuraki waátéuikú judusúyau upé. Ixupé kuá juis Tribual Regiunau Federau supé.	
art74.caput	caput	Os Poderes Legislativo, Executivo e Judiciário manterão, de forma integrada, sistema de controle interno com a finalidade de:	Kuá Puderisá Legislativu, Ezekutivu asui Judisiariu tarikúwaára, yepéwasú, kuá miakũtasa irupiáárama waá:	
art74.caput.inc1	inciso	avaliar o cumprimento das metas previstas no plano plurianual, a execução dos programas de governo e dos orçamentos da União;	umiakũta miata yumuyã usú uikú yumuya aárama waitá mukũi akayu upé, mũdusaára muaáraki-ira a sui maĩta piripana rupísa-ita Uniyãu yaára;	
art74.caput.inc2	inciso	comprovar a legalidade e avaliar os resultados, quanto à eficácia e eficiência, da gestão orçamentária, financeira e patrimonial nos órgãos e entidades da administração federal, bem como da aplicação de recursos públicos por entidades de direito privado;	mukamẽ supisawá asui yumiakũta muraákí rikuyaára, maĩta yumuyã purãga, maĩta yumuya piripanasá asui aikuéa waitá muraákí rupiáára-ita purakisaára federau upé, mayê yupuraki rekúsu irũuirupí kuá muyãsawá muraákí;	
art74.caput.inc3	inciso	exercer o controle das operações de crédito, avais e garantias, bem como dos direitos e haveres da União;	upitá umiakũtasa aárama mayê yumuyã kreditu, avai-ita asui garãtia, mayê kuá yupitásúkasá asui aikué waitá Uniyãu upé.	
art74.caput.inc4	inciso	apoiar o controle externo no exercício de sua missão institucional.	wayudari umiakũtasá ukaárasuiwaára mairamẽ yumuyã muraákísa upé.	
art74.par1	paragrafo	Os responsáveis pelo controle interno, ao tomarem conhecimento de qualquer irregularidade ou ilegalidade, dela darão ciência ao Tribunal de Contas da União, sob pena de responsabilidade solidária.	Aitekuá umuyãsára miakũtasa ikuára upé, takuá ramẽ mayêwa uyawísawá u yapatukasawá, isuí tasú taárasu Tribunau Uniyãu Kũta supé, usikari aárama uxari aárama irupĩtuté.	
art74.par2	paragrafo	Qualquer cidadão, partido político, associação ou sindicato é parte legítima para, na forma da lei, denunciar irregularidades ou ilegalidades perante o Tribunal de Contas da União.	Mayêwa míra, partidu pulitiku, asusiasão u sĩdikaátu aĩta aápe tiku, yupitásúkasa rupí, puderi ũbeu puxuwera-as asui yumapatukasá tasúpé kuá Tribunau Uniyãu Kũta yaára.	
art75.caput	caput	As normas estabelecidas nesta seção aplicam-se, no que couber, à organização, composição e fiscalização dos Tribunais de Contas dos Estados e do Distrito Federal, bem como dos Tribunais e Conselhos de Contas dos Municípios.	Kuá umũdusa-ita kuá sesãu upé yuaplikari, mamẽ umeẽwaá, ateyã mũti supé, mayê yumuatisá asui miakĩtasá kuá Tribunau kus istadu-ita Kũta asui Distritu Federau, amayê yuiri kuá Tribunau asui Kũseliu Munisipio-ita Kũta yaára.	
art75.pu	paragrafo	As Constituições estaduais disporão sobre os Tribunais de Contas respectivos, que serão integrados por sete Conselheiros.	Kuá mũdusáwa turusúwa istaduwaára-ita aiku sesékuá Tribuanu Kũta yaára ápe waára, aápe aikué 7 Kũselieru-ita.	
art76.caput	caput	O Poder Executivo é exercido pelo Presidente da República, auxiliado pelos Ministros de Estado.	Kuá Ezekutivu Puderisá upitá irupí kuá Prezidẽti Republika, uwajudarisá aé aĩta kuá-itá Misnitru Istadu yaára.	
art77.caput	caput	A eleição do Presidente e do Vice-Presidente da República realizar-se-á, simultaneamente, no primeiro domingo de outubro, em primeiro turno, e no último domingo de outubro, em segundo turno, se houver, do ano anterior ao do término do mandato presidencial vigente.	Kuá ley-itáãu ixupé kuá Prezidẽti asui Visi-Presidẽti Republika yaára yumuyã kuáyé, yepéwasú, yepésá mituusá utubru yasi resé, kuá yepésá turnu, asui ayuãrama mituú utubru yasi, kuá mukũisáwa turnu, sa aikué, akayu usasáwanawá upé akayu upawá waá kuá prezidẽti kuiri waára.	
art77.par1	paragrafo	A eleição do Presidente da República importará a do Vice-Presidente com ele registrado.	Kuá ley-itáãu Parezidẽti Republika usú ixupé yuiri ixupé kuá Visi-Prezidẽti yurejistrari waá irũu.	
art77.par2	paragrafo	Será considerado eleito Presidente o candidato que, registrado por partido político, obtiver a maioria absoluta de votos, não computados os em branco e os nulos.	Usú kuri eleytu Prezidẽti mkuá kãdidatu, yurejistrari partidu pulitiku rupí, urikú siiya vutu-ita, ũba yupapari nutu yawẽtu asui núlu waitá.	
art77.par3	paragrafo	Se nenhum candidato alcançar maioria absoluta na primeira votação, far-se-á nova eleição em até vinte dias após a proclamação do resultado, concorrendo os dois candidatos mais votados e considerando-se eleito aquele que obtiver a maioria dos votos válidos.	Sa neyepé kãdidatu urikúsiiya píri vutu yepésá vutarisa upé, yumuyã yuiri pusasuwaá vutasãu usasá riréwaára 20 ára-ita usẽmuwa riré yepésa vutasãu reséwaára, as aikué mukũi kãdidatu yuvutari píri waitá asui ugãyari yã urikú píriwaá vutu supíwaitá.	
art77.par4	paragrafo	Se, antes de realizado o segundo turno, ocorrer morte, desistência ou impedimento legal de candidato, convocar-se-á, dentre os remanescentes, o de maior votação.	Sa, yumuyã rudé mukĩsawá turnu, awá umanũ, uxari mikití u aikué manũgaára umapatuka yã kãdidatu, yumuyã papasawá yã amũ kãdidatu-ita, tarikú piriwa vutu.	
art77.par5	paragrafo	Se, na hipótese dos parágrafos anteriores, remanescer, em segundo lugar, mais de um candidato com a mesma votação, qualificar-se-á o mais idoso.	Sa, mayê ũbeuwaá kuá yũpimasá iawáté waitá, as yepéwasú ta vutu yã úriwaitá, usasáwa yã urikú píriwaá akayu.	
